prix_maj;prix_valeur;prix_nom
2024-01-15T16:16:30+01:00;0.899;E85
;;
;;
;;
;;
;;
2024-01-15T08:18:22+01:00;0.969;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-01T01:01:00+01:00;1.015;GPLc
;;
2024-01-16T08:35:19+01:00;0.999;GPLc
;;
2024-01-13T09:49:12+01:00;0.999;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
2022-12-27T14:55:53+01:00;1.389;GPLc
;;
;;
;;
;;
;;
;;
2024-01-16T10:30:00+01:00;1.408;GPLc
2023-12-26T11:03:35+01:00;0.959;GPLc
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-16T11:31:00+01:00;0.897;E85
;;
;;
;;
;;
;;
;;
;;
;;
2023-12-21T09:00:00+01:00;0.989;GPLc
;;
;;
;;
;;
;;
2024-01-06T09:29:00+01:00;0.849;E85
;;
;;
;;
;;
;;
;;
;;
2024-01-03T14:33:13+01:00;0.848;E85
2023-12-08T10:09:16+01:00;0.959;E85
;;
;;
;;
;;
2024-01-03T09:49:35+01:00;0.849;E85
;;
2023-09-01T17:20:00+02:00;0.955;GPLc
;;
;;
;;
;;
;;
;;
;;
;;
;;
2023-12-07T01:00:00+01:00;0.981;E85
2023-12-15T08:24:46+01:00;0.99;GPLc
;;
;;
;;
2024-01-15T20:31:00+01:00;1.034;GPLc
;;
;;
;;
2024-01-09T09:58:31+01:00;0.889;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-15T15:00:00+01:00;1.076;GPLc
;;
;;
;;
;;
2023-12-22T09:19:32+01:00;0.999;E85
;;
;;
;;
2024-01-16T11:31:00+01:00;0.928;E85
2023-10-31T09:55:41+01:00;0.999;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-04T19:22:33+01:00;0.999;GPLc
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-15T20:31:00+01:00;0.984;GPLc
2024-01-16T02:15:00+01:00;0.849;E85
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-16T14:37:00+01:00;0.859;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-09T11:27:25+01:00;0.932;E85
;;
;;
;;
;;
2024-01-16T12:01:16+01:00;0.848;E85
;;
;;
2024-01-11T08:28:02+01:00;0.848;E85
;;
;;
;;
;;
;;
2024-01-04T17:33:40+01:00;0.899;E85
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-13T10:56:34+01:00;0.848;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-05T09:18:51+01:00;0.919;E85
;;
;;
;;
;;
2024-01-03T08:00:54+01:00;0.848;E85
2024-01-15T09:59:35+01:00;0.929;E85
2024-01-15T09:07:11+01:00;0.979;E85
;;
;;
;;
;;
;;
;;
2024-01-04T20:08:57+01:00;0.919;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-02T08:00:00+01:00;0.92;GPLc
;;
2024-01-03T10:11:46+01:00;0.848;E85
2024-01-08T08:52:55+01:00;0.979;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-11T01:00:00+01:00;0.899;E85
2024-01-05T12:29:36+01:00;0.899;E85
2024-01-03T09:30:28+01:00;1.04;GPLc
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-16T09:30:00+01:00;0.891;E85
2024-01-15T20:31:00+01:00;1.054;GPLc
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-15T20:31:00+01:00;0.919;E85
2024-01-10T15:51:20+01:00;0.981;E85
;;
;;
;;
2024-01-15T20:31:00+01:00;0.969;GPLc
2024-01-16T11:32:53+01:00;1.041;GPLc
2024-01-13T08:52:39+01:00;0.92;GPLc
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-16T10:02:02+01:00;0.959;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-15T09:59:02+01:00;0.919;E85
2024-01-15T20:31:00+01:00;0.919;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2023-10-09T17:17:22+02:00;0.959;GPLc
;;
2024-01-03T09:19:15+01:00;0.949;GPLc
;;
;;
;;
2023-12-28T09:27:07+01:00;0.96;GPLc
2024-01-15T20:31:00+01:00;0.919;E85
;;
;;
;;
;;
;;
;;
2024-01-15T08:34:34+01:00;1.22;GPLc
2023-11-27T10:21:44+01:00;0.999;E85
;;
;;
2024-01-15T01:01:00+01:00;0.899;E85
;;
;;
;;
;;
2024-01-15T13:06:00+01:00;1.054;GPLc
;;
;;
2024-01-15T15:00:00+01:00;1.06;E85
;;
;;
2024-01-15T01:01:00+01:00;0.899;E85
;;
;;
;;
;;
2023-07-27T13:55:00+02:00;1.144;GPLc
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-02T09:56:10+01:00;0.848;E85
;;
2024-01-15T20:31:00+01:00;0.899;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-15T11:30:13+01:00;0.95;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-06T09:30:00+01:00;0.848;E85
;;
;;
;;
2024-01-04T13:05:39+01:00;0.848;E85
;;
2023-11-12T08:35:22+01:00;0.959;E85
;;
;;
;;
2024-01-09T15:04:04+01:00;0.949;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-10T09:29:24+01:00;0.987;E85
;;
2024-01-16T11:34:00+01:00;0.869;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2023-12-22T18:45:33+01:00;0.982;E85
;;
;;
;;
;;
;;
;;
2024-01-05T12:10:00+01:00;0.939;GPLc
2023-12-21T11:58:46+01:00;0.899;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-02T10:40:18+01:00;0.849;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-15T11:28:39+01:00;0.909;E85
2024-01-05T12:36:10+01:00;1.009;E85
;;
2024-01-16T10:30:00+01:00;1.168;GPLc
;;
;;
;;
;;
;;
;;
;;
2024-01-15T20:31:00+01:00;0.899;E85
;;
;;
;;
;;
;;
;;
;;
2024-01-16T00:30:00+01:00;0.981;E85
;;
2024-01-04T08:49:10+01:00;0.848;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-15T20:31:00+01:00;1.009;GPLc
;;
;;
;;
;;
;;
;;
2023-11-30T10:57:23+01:00;1.06;GPLc
;;
;;
;;
;;
;;
;;
2024-01-16T10:40:00+01:00;0.851;E85
;;
;;
;;
;;
2023-11-30T09:18:07+01:00;1.039;GPLc
;;
;;
;;
;;
2024-01-15T13:35:59+01:00;0.865;E85
;;
;;
;;
;;
;;
;;
2023-07-18T13:05:00+02:00;0.999;E85
;;
;;
;;
;;
;;
;;
;;
2024-01-16T11:57:00+01:00;0.848;E85
;;
;;
2023-04-26T09:06:28+02:00;0.988;GPLc
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-15T13:56:25+01:00;1.06;GPLc
2024-01-16T08:51:00+01:00;0.936;E85
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-16T00:59:00+01:00;0.981;E85
;;
;;
2024-01-13T10:23:08+01:00;1.079;GPLc
;;
;;
;;
;;
;;
;;
2024-01-02T09:06:35+01:00;0.848;E85
;;
;;
;;
;;
;;
;;
;;
2024-01-15T20:31:00+01:00;0.919;E85
;;
;;
;;
;;
;;
2024-01-05T10:00:00+01:00;0.848;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-03T10:27:26+01:00;0.849;E85
;;
;;
;;
;;
;;
2024-01-15T20:31:00+01:00;0.899;E85
;;
;;
;;
;;
2024-01-08T12:55:28+01:00;0.998;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2023-11-27T12:58:08+01:00;0.88;GPLc
;;
;;
;;
2024-01-16T10:00:00+01:00;0.904;E85
2024-01-15T20:31:00+01:00;0.969;GPLc
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-11T08:13:37+01:00;1.05;GPLc
;;
;;
;;
2024-01-07T14:18:51+01:00;0.848;E85
;;
;;
2024-01-09T01:00:00+01:00;0.999;E85
2024-01-16T09:13:06+01:00;0.87;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2023-10-20T00:00:00+02:00;1.019;GPLc
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-16T10:00:00+01:00;1.019;E85
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-15T20:31:00+01:00;0.924;GPLc
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-12T09:29:48+01:00;0.999;E85
2024-01-15T01:01:00+01:00;0.899;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-16T11:03:56+01:00;0.919;E85
;;
;;
2024-01-15T10:46:15+01:00;0.939;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-16T10:05:07+01:00;0.919;E85
;;
;;
;;
;;
;;
;;
;;
2024-01-15T20:31:00+01:00;0.929;GPLc
;;
;;
;;
;;
2024-01-08T10:01:53+01:00;0.949;GPLc
;;
;;
2023-12-15T17:50:19+01:00;1.096;E85
2024-01-15T07:00:00+01:00;0.848;E85
;;
;;
2024-01-03T11:40:19+01:00;0.998;E85
;;
;;
;;
2024-01-15T01:01:00+01:00;0.919;E85
;;
;;
;;
;;
2024-01-16T10:13:28+01:00;0.98;E85
2024-01-15T09:52:17+01:00;0.895;E85
;;
;;
;;
2024-01-15T01:01:00+01:00;0.899;E85
;;
;;
;;
;;
;;
2024-01-15T09:37:18+01:00;0.919;E85
;;
;;
;;
;;
;;
2024-01-15T20:31:00+01:00;1.054;GPLc
2024-01-04T19:57:28+01:00;0.919;E85
;;
;;
2024-01-15T20:31:00+01:00;0.899;E85
;;
;;
;;
;;
;;
;;
;;
2024-01-11T07:00:00+01:00;1.083;GPLc
;;
;;
;;
;;
;;
;;
;;
2024-01-09T12:01:01+01:00;0.919;E85
;;
;;
;;
;;
;;
;;
;;
2024-01-15T20:31:00+01:00;0.924;GPLc
;;
;;
;;
;;
;;
;;
2024-01-14T08:24:38+01:00;0.959;E85
;;
2024-01-15T20:31:00+01:00;0.999;E85
;;
;;
;;
2024-01-15T20:31:00+01:00;0.899;E85
;;
;;
2024-01-16T09:06:10+01:00;0.959;E85
2024-01-15T20:31:00+01:00;1.034;GPLc
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-15T20:31:00+01:00;0.899;E85
;;
;;
;;
2024-01-15T09:58:45+01:00;0.871;E85
;;
;;
2024-01-15T20:31:00+01:00;0.999;E85
;;
;;
;;
;;
;;
2024-01-16T04:01:00+01:00;0.899;E85
;;
;;
2024-01-15T20:31:00+01:00;0.979;GPLc
;;
2024-01-05T08:50:02+01:00;0.848;E85
;;
;;
;;
;;
;;
2024-01-15T20:31:00+01:00;0.919;GPLc
;;
;;
2024-01-16T11:57:00+01:00;0.949;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2023-10-31T09:42:53+01:00;0.999;E85
2024-01-15T20:31:00+01:00;0.979;GPLc
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-15T15:53:47+01:00;0.959;E85
;;
;;
2024-01-15T20:31:00+01:00;0.899;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-11T18:40:25+01:00;0.899;E85
2024-01-15T17:41:56+01:00;0.849;E85
;;
;;
;;
;;
;;
;;
;;
2023-12-06T20:00:00+01:00;0.981;E85
;;
2024-01-15T20:31:00+01:00;0.899;E85
;;
;;
;;
2024-01-15T20:31:00+01:00;0.899;E85
2024-01-15T20:31:00+01:00;1.054;GPLc
;;
;;
;;
;;
;;
;;
;;
2024-01-15T01:01:00+01:00;0.899;E85
;;
2024-01-15T20:31:00+01:00;0.899;E85
2024-01-15T01:01:00+01:00;0.919;E85
;;
;;
;;
;;
2024-01-10T16:20:47+01:00;0.919;E85
;;
;;
;;
2024-01-16T10:36:46+01:00;0.849;E85
;;
;;
2024-01-15T01:01:00+01:00;1.024;GPLc
2024-01-15T20:31:00+01:00;0.899;E85
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-15T01:01:00+01:00;0.919;E85
2024-01-12T11:07:11+01:00;0.899;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-08T10:02:58+01:00;0.848;E85
2024-01-08T10:26:19+01:00;0.97;E85
;;
2024-01-08T10:29:05+01:00;0.899;E85
;;
;;
;;
;;
;;
2024-01-04T09:00:00+01:00;0.849;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-16T10:37:00+01:00;0.889;E85
2023-12-05T07:59:03+01:00;1.033;E85
;;
;;
2024-01-16T06:30:00+01:00;0.999;GPLc
;;
;;
;;
2023-10-28T11:30:00+02:00;1.149;E85
;;
2024-01-15T09:44:45+01:00;0.87;E85
;;
;;
2024-01-15T20:31:00+01:00;0.979;GPLc
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2023-12-01T18:25:00+01:00;0.979;GPLc
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-13T07:00:00+01:00;0.919;E85
;;
;;
;;
;;
;;
;;
2024-01-12T10:06:28+01:00;0.899;E85
2024-01-15T07:56:00+01:00;0.899;E85
2024-01-11T08:00:00+01:00;0.99;E85
2024-01-05T08:00:09+01:00;0.919;E85
;;
;;
2024-01-12T17:10:13+01:00;1.079;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-16T09:23:35+01:00;0.94;GPLc
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-04T14:30:00+01:00;0.949;E85
;;
;;
;;
2024-01-02T10:23:26+01:00;0.989;E85
;;
;;
;;
;;
;;
;;
;;
2024-01-16T13:38:31+01:00;0.899;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-15T09:00:00+01:00;0.925;E85
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-16T09:43:28+01:00;0.93;E85
;;
;;
;;
;;
;;
;;
;;
;;
2023-11-09T08:09:12+01:00;0.999;GPLc
;;
;;
;;
;;
2024-01-15T01:01:00+01:00;0.899;E85
;;
;;
2024-01-12T16:32:45+01:00;0.915;E85
;;
2024-01-11T11:22:53+01:00;0.849;E85
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-15T20:31:00+01:00;1.009;GPLc
;;
;;
2024-01-06T09:23:56+01:00;0.989;E85
;;
;;
;;
;;
;;
;;
;;
2024-01-04T10:29:04+01:00;0.95;E85
;;
;;
2024-01-08T08:56:10+01:00;0.919;E85
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-02T16:58:54+01:00;0.889;GPLc
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2023-12-13T13:10:26+01:00;0.987;GPLc
2024-01-15T12:07:25+01:00;0.939;E85
;;
;;
;;
;;
2023-12-12T09:18:51+01:00;0.959;E85
;;
;;
;;
;;
;;
;;
;;
2024-01-16T10:33:32+01:00;0.929;GPLc
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-12T10:19:30+01:00;1.032;E85
;;
;;
;;
;;
;;
;;
;;
2023-12-29T09:22:42+01:00;0.914;GPLc
;;
;;
;;
;;
;;
;;
2024-01-13T11:26:27+01:00;0.848;E85
2024-01-15T11:25:16+01:00;0.849;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-16T10:03:24+01:00;0.97;E85
;;
;;
;;
;;
2024-01-09T13:13:38+01:00;0.999;GPLc
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-03T09:45:36+01:00;0.848;E85
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-11T07:32:33+01:00;0.939;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2023-12-02T19:50:11+01:00;1.082;E85
;;
;;
;;
2024-01-06T09:48:24+01:00;0.919;E85
;;
;;
;;
2023-12-29T09:00:00+01:00;0.955;GPLc
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-13T09:20:18+01:00;0.915;E85
;;
;;
;;
;;
;;
;;
;;
2024-01-16T10:01:44+01:00;0.987;GPLc
;;
;;
;;
;;
;;
2023-08-03T15:35:00+02:00;1.139;GPLc
2024-01-15T20:31:00+01:00;0.899;E85
2024-01-15T20:31:00+01:00;0.929;GPLc
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-08T18:30:20+01:00;0.848;E85
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-15T20:31:00+01:00;0.919;E85
;;
;;
2024-01-10T12:18:01+01:00;0.999;E85
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-10T11:06:31+01:00;0.848;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-05T10:00:00+01:00;0.899;E85
2023-12-05T13:06:22+01:00;1.039;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-16T01:26:00+01:00;0.969;E85
;;
2024-01-12T10:09:35+01:00;0.848;E85
;;
;;
2024-01-13T10:22:41+01:00;0.899;E85
;;
;;
2024-01-15T20:31:00+01:00;0.919;E85
;;
;;
;;
;;
;;
;;
2024-01-15T20:31:00+01:00;0.899;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-08T09:51:00+01:00;0.848;E85
;;
2024-01-15T20:31:00+01:00;0.899;E85
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-15T15:25:27+01:00;1.159;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-16T12:17:03+01:00;0.849;E85
2024-01-15T11:17:05+01:00;0.959;GPLc
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-15T20:31:00+01:00;0.899;E85
;;
;;
;;
;;
;;
2024-01-15T20:31:00+01:00;1.054;GPLc
;;
;;
;;
2024-01-15T15:00:00+01:00;1.083;GPLc
;;
;;
;;
2024-01-15T09:30:09+01:00;0.848;E85
;;
2024-01-02T11:27:48+01:00;1.049;GPLc
;;
;;
;;
;;
;;
;;
;;
2024-01-16T10:40:00+01:00;0.938;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
2023-12-08T10:24:00+01:00;0.979;GPLc
;;
;;
2023-11-27T09:24:01+01:00;0.959;GPLc
;;
;;
2024-01-15T01:01:00+01:00;0.979;GPLc
2024-01-12T10:08:15+01:00;1.109;E85
;;
;;
;;
2024-01-15T20:31:00+01:00;0.999;E85
;;
;;
;;
;;
;;
;;
2024-01-15T20:31:00+01:00;0.899;E85
;;
;;
;;
2024-01-15T20:31:00+01:00;1.054;GPLc
;;
;;
;;
;;
2023-03-01T20:01:00+01:00;1.088;GPLc
;;
2024-01-15T20:31:00+01:00;1.054;GPLc
;;
;;
;;
;;
;;
2024-01-15T20:31:00+01:00;1.004;GPLc
;;
;;
;;
;;
;;
;;
2024-01-13T08:09:58+01:00;0.915;E85
;;
;;
;;
;;
2023-08-23T20:16:01+02:00;1.0;GPLc
;;
;;
;;
;;
;;
;;
2024-01-16T10:40:00+01:00;1.05;GPLc
;;
;;
;;
2024-01-06T10:06:47+01:00;0.95;E85
;;
;;
;;
;;
;;
;;
;;
2024-01-16T11:31:00+01:00;0.929;E85
;;
;;
;;
;;
2024-01-15T20:31:00+01:00;0.899;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-11T09:56:10+01:00;0.989;E85
;;
;;
2024-01-16T01:36:00+01:00;0.94;E85
2024-01-15T20:31:00+01:00;1.054;GPLc
;;
;;
;;
;;
;;
2024-01-04T10:12:23+01:00;0.849;E85
;;
;;
2024-01-13T11:09:17+01:00;0.946;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2023-11-16T19:59:00+01:00;1.09;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-09T13:21:38+01:00;0.979;E85
;;
;;
2024-01-02T02:00:00+01:00;0.849;E85
;;
2024-01-15T09:31:31+01:00;0.999;E85
;;
;;
;;
;;
2024-01-04T14:30:00+01:00;0.979;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-04T19:49:03+01:00;0.919;E85
;;
;;
2024-01-13T20:02:00+01:00;0.949;E85
;;
;;
;;
2023-12-06T11:01:50+01:00;1.04;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2023-12-29T12:29:31+01:00;1.175;E85
;;
2024-01-02T11:16:46+01:00;0.849;E85
;;
2023-11-09T13:52:16+01:00;0.999;E85
;;
;;
;;
;;
;;
2023-12-30T20:00:00+01:00;0.939;E85
;;
;;
;;
;;
;;
;;
;;
2023-08-18T16:58:57+02:00;0.899;GPLc
;;
;;
;;
;;
;;
2024-01-16T09:30:00+01:00;0.848;E85
;;
;;
;;
2024-01-15T20:31:00+01:00;0.899;E85
;;
;;
2024-01-15T20:31:00+01:00;0.919;E85
;;
;;
;;
;;
;;
2023-12-27T12:45:00+01:00;1.091;GPLc
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2023-09-21T15:16:18+02:00;1.42;E85
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-16T09:40:30+01:00;0.903;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-02T07:46:19+01:00;0.92;GPLc
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2023-08-30T18:11:50+02:00;0.99;GPLc
;;
;;
;;
;;
2024-01-10T10:28:57+01:00;0.88;E85
;;
;;
;;
;;
;;
2024-01-10T09:18:39+01:00;0.848;E85
;;
2024-01-15T12:05:59+01:00;0.949;E85
;;
;;
;;
;;
;;
;;
;;
2024-01-15T20:31:00+01:00;0.899;E85
;;
;;
;;
;;
2023-12-12T11:49:53+01:00;0.959;E85
;;
;;
;;
;;
2024-01-13T09:41:36+01:00;1.019;GPLc
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-02T11:32:50+01:00;0.848;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-16T09:34:12+01:00;0.918;E85
2024-01-10T08:10:38+01:00;0.899;E85
2024-01-06T10:38:52+01:00;0.959;E85
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-16T10:30:00+01:00;1.168;GPLc
;;
;;
2024-01-16T08:58:02+01:00;0.986;GPLc
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-08T13:05:34+01:00;0.849;E85
;;
;;
;;
2023-12-15T10:50:52+01:00;1.017;GPLc
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-15T13:09:14+01:00;0.848;E85
;;
;;
;;
;;
;;
;;
2024-01-15T01:01:00+01:00;0.899;E85
;;
;;
;;
;;
;;
2024-01-07T08:00:00+01:00;0.899;E85
;;
;;
;;
;;
;;
;;
2024-01-03T09:00:00+01:00;0.89;E85
;;
;;
;;
2024-01-16T01:01:00+01:00;1.06;GPLc
;;
2024-01-15T09:11:13+01:00;0.899;E85
;;
;;
;;
;;
;;
;;
;;
2024-01-15T20:31:00+01:00;0.899;E85
;;
;;
;;
;;
;;
2023-09-07T02:02:00+02:00;1.244;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-11T09:41:59+01:00;0.898;E85
;;
2023-09-13T10:39:13+02:00;0.969;GPLc
;;
2024-01-13T07:41:20+01:00;0.848;E85
;;
2024-01-12T08:45:43+01:00;0.99;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-16T11:56:00+01:00;0.899;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-03T15:25:34+01:00;0.849;E85
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-15T20:31:00+01:00;1.014;GPLc
;;
;;
2024-01-10T15:00:32+01:00;0.849;E85
2023-12-11T08:21:15+01:00;1.97;E85
;;
;;
2024-01-15T20:31:00+01:00;0.899;E85
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-02T00:59:00+01:00;0.849;E85
;;
;;
2024-01-16T04:02:00+01:00;0.961;E85
;;
;;
;;
;;
;;
2024-01-15T01:01:00+01:00;0.919;E85
;;
;;
2023-09-06T14:40:00+02:00;1.229;E85
;;
2024-01-15T01:01:00+01:00;0.919;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-16T08:44:45+01:00;0.909;E85
;;
;;
2023-12-07T13:27:15+01:00;1.087;E85
;;
;;
;;
2023-12-23T19:00:00+01:00;0.995;GPLc
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-15T23:36:00+01:00;0.964;E85
;;
;;
2024-01-15T20:31:00+01:00;0.899;E85
;;
;;
;;
;;
2024-01-15T18:07:29+01:00;1.02;E85
;;
;;
;;
;;
;;
;;
;;
2024-01-03T17:24:28+01:00;0.848;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-03T10:52:52+01:00;0.848;E85
;;
;;
;;
;;
;;
2023-11-09T19:16:14+01:00;1.16;E85
2024-01-15T20:31:00+01:00;0.899;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-15T20:31:00+01:00;0.949;GPLc
2023-12-21T10:03:21+01:00;0.899;GPLc
;;
;;
;;
;;
;;
;;
2024-01-05T13:54:39+01:00;0.848;E85
;;
;;
;;
;;
;;
;;
;;
2024-01-13T13:46:21+01:00;1.069;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-16T11:56:00+01:00;0.918;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-11T08:46:22+01:00;1.189;E85
;;
;;
2024-01-02T12:04:15+01:00;0.849;E85
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
2024-01-02T11:52:45+01:00;0.899;E85
