,prix_maj,prix_valeur,prix_nom
17232,2024-01-15 22:36:00+00:00,0.945,E85
17239,2024-01-03 06:00:00+00:00,1.234,E85
17240,2024-01-15 19:31:00+00:00,0.899,E85
17253,2024-01-04 09:01:47+00:00,0.849,E85
17254,2024-01-06 09:15:00+00:00,0.848,E85
17270,2023-12-08 15:05:31+00:00,1.054,GPLc
17289,2023-10-25 12:34:04+00:00,0.979,GPLc
17294,2024-01-16 00:26:00+00:00,0.935,E85
17297,2023-09-13 00:02:00+00:00,0.999,GPLc
17317,2024-01-10 04:43:00+00:00,0.929,E85
17342,2024-01-16 07:55:21+00:00,0.942,E85
17352,2024-01-15 00:01:00+00:00,0.899,E85
17353,2024-01-15 19:31:00+00:00,0.899,E85
17361,2024-01-15 00:01:00+00:00,0.899,E85
17362,2024-01-16 08:55:35+00:00,0.985,GPLc
17365,2024-01-15 08:32:26+00:00,0.848,E85
17370,2024-01-04 11:30:49+00:00,0.849,E85
17373,2024-01-13 09:56:06+00:00,0.848,E85
17377,2024-01-15 00:01:00+00:00,0.899,E85
17378,2024-01-05 19:02:00+00:00,0.919,E85
17381,2024-01-16 07:58:01+00:00,0.919,E85
17385,2024-01-10 19:39:44+00:00,0.849,E85
17392,2023-12-27 08:30:55+00:00,1.119,E85
17399,2024-01-15 19:31:00+00:00,0.899,E85
17412,2024-01-16 08:56:17+00:00,0.849,E85
17420,2024-01-15 14:00:00+00:00,0.92,E85
17422,2024-01-15 00:01:00+00:00,0.919,E85
17423,2024-01-15 00:01:00+00:00,0.919,E85
17425,2024-01-03 19:02:51+00:00,0.848,E85
17427,2024-01-04 13:30:00+00:00,0.959,E85
17448,2024-01-13 05:59:51+00:00,0.92,GPLc
17450,2024-01-16 07:11:52+00:00,0.959,GPLc
17469,2024-01-15 19:31:00+00:00,0.899,E85
17476,2024-01-14 13:06:12+00:00,0.959,E85
17487,2024-01-16 11:06:00+00:00,0.889,E85
17492,2024-01-15 19:31:00+00:00,0.899,E85
17494,2024-01-13 03:02:00+00:00,0.899,E85
17495,2024-01-05 03:03:30+00:00,0.925,E85
17502,2024-01-10 16:13:15+00:00,0.999,E85
17510,2024-01-15 07:27:32+00:00,0.848,E85
17527,2024-01-15 19:31:00+00:00,1.035,GPLc
17530,2023-12-20 22:53:34+00:00,0.994,E85
17532,2024-01-13 03:02:00+00:00,0.899,E85
17535,2023-10-10 12:15:00+00:00,1.049,GPLc
17538,2024-01-15 19:31:00+00:00,0.899,E85
17539,2024-01-06 09:17:57+00:00,0.867,E85
17543,2024-01-15 19:31:00+00:00,0.899,E85
17545,2024-01-13 03:03:00+00:00,0.98,E85
17548,2024-01-15 19:31:00+00:00,1.024,GPLc
17555,2024-01-15 19:31:00+00:00,0.919,E85
17562,2024-01-16 09:33:00+00:00,0.909,GPLc
17572,2023-12-22 07:02:50+00:00,0.959,E85
17575,2024-01-02 11:24:51+00:00,0.849,E85
17581,2024-01-13 09:00:00+00:00,0.848,E85
17600,2023-11-13 08:55:57+00:00,0.99,E85
17606,2024-01-15 19:31:00+00:00,0.999,E85
17610,2024-01-15 19:31:00+00:00,0.899,E85
17616,2024-01-15 19:31:00+00:00,0.939,GPLc
17628,2024-01-09 09:20:21+00:00,0.899,E85
17638,2024-01-02 13:52:26+00:00,0.848,E85
17640,2024-01-16 07:35:19+00:00,0.969,E85
17643,2024-01-10 10:01:08+00:00,0.848,E85
17664,2024-01-16 08:30:00+00:00,0.869,GPLc
17666,2024-01-15 00:01:00+00:00,0.924,GPLc
17671,2024-01-05 09:05:47+00:00,0.848,E85
17683,2024-01-02 09:25:56+00:00,0.849,E85
17684,2024-01-15 19:31:00+00:00,0.919,E85
17688,2023-12-22 08:59:07+00:00,0.899,E85
17695,2024-01-15 00:01:00+00:00,0.949,GPLc
17720,2024-01-16 10:30:00+00:00,0.983,E85
17768,2023-10-30 11:48:41+00:00,0.975,GPLc
17770,2024-01-16 10:31:00+00:00,0.869,E85
17776,2023-12-22 06:00:00+00:00,0.899,E85
17792,2024-01-16 07:00:00+00:00,0.848,E85
17809,2024-01-12 10:40:34+00:00,0.952,E85
17811,2024-01-16 09:07:52+00:00,0.849,E85
17814,2024-01-16 09:33:00+00:00,0.969,E85
17818,2023-12-15 09:43:53+00:00,0.959,E85
17819,2024-01-09 08:48:11+00:00,0.919,E85
17822,2024-01-03 09:09:08+00:00,0.999,GPLc
17823,2024-01-15 19:31:00+00:00,1.034,GPLc
17829,2023-12-15 07:58:44+00:00,0.949,E85
17831,2023-12-02 19:00:00+00:00,0.999,E85
17832,2023-12-11 08:30:34+00:00,0.997,E85
17833,2023-12-22 08:21:05+00:00,0.929,E85
17850,2023-12-06 08:29:25+00:00,0.959,E85
17869,2024-01-02 14:52:47+00:00,0.99,E85
17876,2024-01-06 13:26:07+00:00,0.849,E85
17884,2024-01-15 07:50:15+00:00,0.895,E85
17906,2024-01-12 07:35:47+00:00,0.889,E85
17914,2024-01-08 08:15:44+00:00,0.969,GPLc
17920,2024-01-13 03:02:00+00:00,0.899,E85
17927,2024-01-13 03:03:00+00:00,0.98,E85
17929,2023-12-18 07:49:34+00:00,1.049,E85
17931,2024-01-03 18:21:30+00:00,0.989,E85
17936,2024-01-13 03:03:00+00:00,0.899,E85
17947,2024-01-09 09:21:09+00:00,1.3,E85
17974,2024-01-01 13:47:14+00:00,0.949,E85
17977,2024-01-09 07:44:44+00:00,0.949,GPLc
17980,2024-01-15 19:31:00+00:00,0.919,E85
17981,2024-01-15 08:29:54+00:00,0.848,E85
17987,2023-11-17 10:32:16+00:00,0.987,GPLc
17988,2024-01-15 19:31:00+00:00,0.899,E85
18000,2024-01-04 12:22:58+00:00,0.939,E85
18001,2024-01-16 09:40:00+00:00,0.959,GPLc
18008,2024-01-15 11:36:24+00:00,0.849,E85
18017,2024-01-16 00:01:00+00:00,1.059,GPLc
18023,2024-01-15 10:55:25+00:00,0.868,E85
18029,2023-11-13 19:30:00+00:00,0.999,GPLc
18031,2024-01-15 19:31:00+00:00,0.999,E85
18048,2024-01-16 08:15:44+00:00,0.959,E85
18062,2024-01-12 20:00:00+00:00,0.899,E85
18065,2024-01-03 08:28:49+00:00,0.848,E85
18068,2024-01-06 12:45:35+00:00,0.879,E85
18074,2023-12-22 12:34:06+00:00,0.999,GPLc
18076,2024-01-05 09:53:14+00:00,0.849,E85
18087,2024-01-15 14:00:00+00:00,1.017,GPLc
18090,2024-01-11 15:19:14+00:00,0.979,E85
18105,2024-01-15 17:20:51+00:00,0.848,E85
18113,2023-10-17 08:50:07+00:00,1.21,E85
18117,2024-01-15 16:06:43+00:00,0.948,E85
18121,2024-01-03 08:16:55+00:00,0.848,E85
18145,2023-02-21 08:37:09+00:00,1.049,GPLc
18149,2024-01-10 09:11:15+00:00,0.848,E85
18161,2024-01-05 22:31:00+00:00,0.986,E85
18163,2024-01-10 10:51:28+00:00,0.848,E85
18164,2024-01-05 07:48:14+00:00,0.848,E85
18183,2024-01-15 19:31:00+00:00,0.899,E85
18192,2024-01-15 00:01:00+00:00,0.899,E85
18218,2023-03-21 12:45:00+00:00,1.089,GPLc
18222,2023-12-22 10:13:21+00:00,0.894,E85
18299,2023-12-15 18:31:24+00:00,1.049,E85
18306,2024-01-16 13:40:00+00:00,1.037,GPLc
18312,2024-01-15 19:31:00+00:00,0.899,E85
18313,2023-10-20 08:30:00+00:00,0.989,GPLc
18323,2024-01-15 11:00:28+00:00,0.909,E85
18325,2024-01-15 00:01:00+00:00,1.034,GPLc
18327,2024-01-16 09:15:00+00:00,0.949,E85
18334,2024-01-16 09:33:00+00:00,0.939,GPLc
18345,2024-01-05 07:36:47+00:00,0.919,E85
18347,2024-01-08 15:56:23+00:00,0.959,E85
18355,2024-01-15 19:31:00+00:00,0.919,E85
18377,2024-01-12 21:16:00+00:00,1.059,E85
18378,2024-01-15 19:31:00+00:00,0.899,E85
18379,2024-01-16 09:11:26+00:00,0.849,E85
18396,2024-01-15 19:31:00+00:00,0.999,E85
18397,2024-01-16 09:36:37+00:00,0.897,E85
18400,2024-01-02 09:59:32+00:00,0.849,E85
18401,2024-01-16 10:31:00+00:00,0.869,E85
18404,2024-01-05 10:00:00+00:00,0.848,E85
18408,2024-01-05 09:06:06+00:00,0.915,E85
18417,2024-01-15 00:01:00+00:00,1.004,GPLc
18419,2024-01-15 00:01:00+00:00,0.899,E85
18422,2024-01-13 08:30:00+00:00,0.849,E85
18470,2024-01-16 09:46:41+00:00,1.027,GPLc
18472,2024-01-12 09:44:08+00:00,0.848,E85
18483,2024-01-15 00:01:00+00:00,1.014,GPLc
18491,2024-01-15 19:31:00+00:00,0.919,E85
18499,2024-01-15 10:53:06+00:00,0.952,E85
18500,2024-01-09 17:19:20+00:00,0.849,E85
18501,2024-01-16 01:00:00+00:00,0.919,E85
18503,2024-01-15 19:31:00+00:00,0.899,E85
18505,2024-01-10 09:13:22+00:00,0.919,E85
18507,2024-01-15 15:38:36+00:00,0.87,E85
18511,2024-01-15 12:06:00+00:00,1.054,GPLc
18518,2024-01-04 09:18:31+00:00,0.848,E85
18526,2024-01-12 20:00:00+00:00,1.069,E85
18542,2024-01-16 09:02:22+00:00,0.848,E85
18546,2024-01-09 10:22:45+00:00,0.919,E85
18554,2024-01-06 06:51:58+00:00,0.848,E85
18556,2024-01-15 05:35:07+00:00,0.909,E85
18573,2023-09-17 19:36:53+00:00,1.25,E85
18578,2024-01-16 07:13:45+00:00,0.899,E85
18584,2024-01-15 12:06:00+00:00,0.999,E85
18596,2024-01-15 14:00:00+00:00,0.93,E85
18598,2024-01-04 08:41:34+00:00,0.849,E85
18600,2024-01-15 23:00:00+00:00,1.149,GPLc
18621,2024-01-15 22:36:00+00:00,0.962,E85
18632,2024-01-16 10:31:00+00:00,0.939,E85
18640,2024-01-16 06:00:00+00:00,1.139,GPLc
18645,2024-01-16 10:07:29+00:00,0.849,E85
18649,2024-01-13 19:35:00+00:00,0.95,E85
18666,2024-01-05 06:45:53+00:00,0.919,E85
18667,2024-01-03 08:57:41+00:00,0.939,E85
18671,2023-07-18 11:05:00+00:00,1.019,E85
18673,2024-01-15 19:31:00+00:00,0.899,E85
18675,2024-01-16 00:36:00+00:00,0.971,E85
18685,2024-01-06 09:33:25+00:00,0.909,E85
18687,2024-01-11 07:50:53+00:00,0.969,E85
18710,2024-01-15 19:31:00+00:00,0.919,E85
18715,2024-01-03 00:01:00+00:00,0.999,GPLc
18722,2024-01-15 19:31:00+00:00,0.999,E85
18725,2024-01-15 19:31:00+00:00,0.919,E85
18727,2024-01-15 00:01:00+00:00,0.919,E85
18728,2024-01-05 11:18:40+00:00,0.919,E85
18730,2024-01-11 09:35:26+00:00,0.981,E85
18756,2024-01-06 09:32:36+00:00,0.848,E85
18759,2024-01-04 21:40:00+00:00,0.979,E85
18773,2024-01-15 18:17:43+00:00,0.916,E85
18777,2024-01-15 19:31:00+00:00,1.054,GPLc
18789,2024-01-15 13:56:00+00:00,0.847,E85
18790,2024-01-14 19:59:46+00:00,0.919,E85
18798,2024-01-15 19:31:00+00:00,0.919,E85
18810,2024-01-15 19:31:00+00:00,0.969,GPLc
18824,2024-01-16 01:00:00+00:00,0.919,E85
18843,2023-11-14 16:13:55+00:00,0.959,E85
18850,2024-01-11 05:25:08+00:00,0.848,E85
18853,2023-07-13 10:06:35+00:00,0.959,GPLc
18860,2024-01-15 14:00:00+00:00,0.93,E85
18863,2024-01-12 12:05:21+00:00,1.109,E85
18865,2024-01-15 19:31:00+00:00,0.899,E85
18871,2023-12-22 06:00:00+00:00,1.083,GPLc
18877,2024-01-06 08:45:04+00:00,0.903,E85
18888,2024-01-15 00:01:00+00:00,0.899,E85
18893,2023-12-04 08:18:21+00:00,0.999,E85
18896,2024-01-06 09:00:00+00:00,0.879,E85
18899,2024-01-13 09:02:15+00:00,0.898,E85
18912,2024-01-11 09:09:24+00:00,0.949,E85
18922,2024-01-15 19:31:00+00:00,0.919,E85
18929,2024-01-05 15:46:09+00:00,0.849,E85
18934,2024-01-10 08:45:09+00:00,0.912,E85
18940,2023-12-27 09:52:05+00:00,0.999,E85
18955,2024-01-16 00:36:00+00:00,0.906,E85
18957,2024-01-16 10:38:21+00:00,0.919,GPLc
18967,2024-01-15 08:00:48+00:00,0.965,E85
18971,2024-01-16 09:37:00+00:00,0.898,E85
18981,2023-12-16 00:00:00+00:00,1.199,GPLc
18984,2024-01-10 09:00:00+00:00,0.959,E85
18990,2023-12-08 06:45:00+00:00,1.019,GPLc
18991,2024-01-15 07:05:18+00:00,0.92,GPLc
19001,2023-11-20 08:46:03+00:00,0.999,E85
19002,2024-01-04 18:51:14+00:00,0.919,E85
19006,2024-01-16 08:43:11+00:00,0.955,GPLc
19010,2023-12-27 10:36:21+00:00,0.969,E85
19017,2024-01-10 07:34:44+00:00,0.849,E85
19030,2024-01-15 19:31:00+00:00,0.929,GPLc
19033,2024-01-15 10:38:17+00:00,0.899,E85
19047,2023-12-07 06:44:56+00:00,0.981,E85
19050,2024-01-06 18:09:14+00:00,0.985,E85
19055,2024-01-15 19:31:00+00:00,0.929,GPLc
19062,2023-11-13 07:13:43+00:00,0.929,GPLc
19081,2024-01-13 03:02:00+00:00,0.899,E85
19082,2024-01-04 10:22:19+00:00,0.848,E85
19091,2024-01-15 12:39:23+00:00,0.979,E85
19099,2024-01-15 19:31:00+00:00,0.899,E85
19106,2024-01-05 09:06:53+00:00,0.849,E85
19123,2024-01-06 16:24:42+00:00,0.847,E85
19129,2024-01-02 08:52:55+00:00,0.969,E85
19137,2024-01-12 12:33:45+00:00,0.989,E85
19143,2023-07-01 08:15:00+00:00,0.929,GPLc
19149,2024-01-16 08:45:15+00:00,0.93,GPLc
19152,2024-01-16 08:00:00+00:00,1.149,GPLc
19156,2023-10-20 10:59:16+00:00,0.989,E85
19158,2024-01-16 09:03:39+00:00,0.919,E85
19165,2024-01-03 09:21:41+00:00,0.953,GPLc
19170,2024-01-04 07:51:26+00:00,0.848,E85
19173,2024-01-13 09:15:08+00:00,1.249,E85
19175,2024-01-03 12:31:51+00:00,0.848,E85
19177,2023-12-19 08:21:13+00:00,0.909,GPLc
19181,2024-01-16 11:56:03+00:00,1.049,GPLc
19185,2024-01-13 08:08:16+00:00,0.919,E85
19196,2023-12-04 08:58:02+00:00,0.959,E85
19229,2024-01-15 19:31:00+00:00,0.899,E85
19239,2024-01-16 09:31:00+00:00,0.849,E85
19247,2024-01-12 05:26:25+00:00,0.88,GPLc
19250,2024-01-15 14:27:19+00:00,1.038,GPLc
19251,2024-01-15 19:31:00+00:00,0.899,E85
19258,2024-01-15 19:31:00+00:00,0.899,E85
19261,2024-01-15 19:31:00+00:00,0.919,E85
19279,2024-01-15 19:31:00+00:00,0.919,E85
19282,2024-01-16 10:04:14+00:00,0.899,E85
19293,2024-01-16 08:10:58+00:00,0.954,E85
19303,2024-01-12 09:39:49+00:00,0.848,E85
19308,2024-01-15 19:31:00+00:00,0.899,E85
19310,2024-01-02 08:39:01+00:00,1.029,E85
19316,2024-01-05 09:54:07+00:00,1.09,E85
19324,2023-12-29 15:49:41+00:00,0.899,E85
19325,2024-01-16 10:14:11+00:00,0.848,E85
19334,2024-01-15 19:31:00+00:00,0.899,E85
19337,2024-01-15 10:23:16+00:00,0.898,E85
19365,2023-12-05 06:30:00+00:00,0.999,GPLc
19371,2024-01-15 19:31:00+00:00,0.999,E85
19377,2024-01-16 00:26:00+00:00,0.908,GPLc
19384,2024-01-15 09:00:00+00:00,1.054,GPLc
19385,2023-03-21 12:45:00+00:00,1.089,GPLc
19389,2024-01-15 19:31:00+00:00,0.999,E85
19395,2023-12-26 09:00:00+00:00,1.049,GPLc
19414,2023-11-10 09:00:00+00:00,1.053,GPLc
19423,2024-01-08 09:05:24+00:00,0.848,E85
19427,2024-01-10 10:14:45+00:00,0.929,GPLc
19431,2024-01-15 00:01:00+00:00,0.899,E85
19446,2023-10-19 15:06:46+00:00,1.234,E85
19449,2024-01-15 19:31:00+00:00,0.899,E85
19459,2023-12-29 15:05:12+00:00,0.958,E85
19468,2024-01-10 14:51:10+00:00,0.935,E85
19471,2023-11-10 14:12:49+00:00,0.999,E85
19475,2024-01-16 10:53:58+00:00,0.887,E85
19481,2023-11-13 15:18:36+00:00,0.98,GPLc
19489,2024-01-15 19:31:00+00:00,0.899,E85
19491,2024-01-16 00:26:00+00:00,0.963,E85
19493,2024-01-08 10:00:14+00:00,0.848,E85
19500,2024-01-15 19:31:00+00:00,0.899,E85
19502,2024-01-15 00:01:00+00:00,0.899,E85
19509,2024-01-10 08:40:49+00:00,0.849,E85
19511,2024-01-10 12:35:00+00:00,0.848,E85
19517,2023-11-17 09:16:40+00:00,0.917,GPLc
19523,2023-12-20 10:09:27+00:00,0.99,E85
19532,2024-01-15 19:31:00+00:00,1.054,GPLc
19534,2024-01-15 19:31:00+00:00,0.899,E85
19557,2024-01-12 10:46:37+00:00,0.89,E85
19558,2024-01-12 10:46:37+00:00,0.919,GPLc
19567,2024-01-16 08:27:27+00:00,0.893,E85
19572,2024-01-16 10:44:53+00:00,0.929,E85
19584,2024-01-06 11:05:47+00:00,0.967,E85
19585,2023-12-28 06:00:00+00:00,1.091,GPLc
19597,2024-01-15 19:31:00+00:00,0.899,E85
19619,2024-01-13 04:59:15+00:00,0.939,E85
19625,2024-01-15 19:31:00+00:00,0.999,E85
19626,2023-01-01 00:05:00+00:00,1.06,GPLc
19627,2024-01-05 05:47:33+00:00,0.899,E85
19631,2024-01-16 03:59:35+00:00,0.935,E85
19637,2024-01-15 00:01:00+00:00,1.014,GPLc
19645,2024-01-16 08:30:27+00:00,0.919,E85
19653,2024-01-13 06:09:13+00:00,0.969,GPLc
19655,2024-01-15 19:31:00+00:00,0.964,GPLc
19660,2024-01-16 02:45:24+00:00,0.949,E85
19664,2024-01-16 03:01:00+00:00,0.948,E85
19674,2024-01-15 15:16:33+00:00,0.979,E85
19683,2024-01-13 03:02:00+00:00,0.899,E85
19684,2024-01-15 12:06:00+00:00,1.054,GPLc
19689,2024-01-13 03:02:00+00:00,0.899,E85
19728,2024-01-02 14:09:33+00:00,0.848,E85
19733,2024-01-16 11:06:00+00:00,0.919,E85
19736,2024-01-15 19:31:00+00:00,0.899,E85
19738,2024-01-15 19:31:00+00:00,0.919,E85
19760,2023-06-30 08:00:00+00:00,1.06,GPLc
19769,2024-01-02 08:30:00+00:00,0.849,E85
19782,2024-01-15 19:30:05+00:00,0.919,E85
19784,2023-08-09 17:29:22+00:00,1.369,E85
19786,2024-01-04 14:44:32+00:00,0.899,E85
19815,2023-12-30 18:29:24+00:00,0.899,E85
19825,2024-01-04 22:22:00+00:00,0.919,E85
19832,2024-01-11 10:37:53+00:00,0.899,E85
19837,2024-01-15 07:18:22+00:00,1.05,GPLc
19841,2023-10-11 10:55:44+00:00,1.199,E85
19851,2023-12-09 19:30:00+00:00,1.03,E85
19859,2023-08-17 11:37:32+00:00,1.081,GPLc
19863,2023-12-29 10:09:22+00:00,0.92,E85
19878,2024-01-09 09:49:00+00:00,0.906,GPLc
19882,2024-01-15 15:35:33+00:00,1.035,E85
19887,2024-01-09 12:00:00+00:00,0.849,E85
19945,2024-01-16 10:44:28+00:00,0.849,E85
19951,2023-12-30 08:37:10+00:00,1.009,GPLc
19952,2024-01-16 09:00:00+00:00,0.949,E85
19953,2024-01-15 19:31:00+00:00,0.899,E85
19959,2024-01-07 22:13:00+00:00,1.919,E85
19963,2024-01-11 14:30:31+00:00,0.98,E85
19965,2024-01-08 15:45:08+00:00,0.848,E85
19966,2023-12-29 16:17:00+00:00,0.899,E85
19968,2024-01-15 09:28:30+00:00,0.958,E85
19978,2024-01-15 14:13:31+00:00,0.859,E85
19983,2024-01-09 08:40:22+00:00,0.998,E85
19990,2024-01-05 17:13:04+00:00,1.04,GPLc
20003,2024-01-11 08:55:04+00:00,0.938,GPLc
20005,2024-01-02 12:39:44+00:00,0.959,E85
20009,2024-01-16 06:00:00+00:00,1.084,GPLc
20015,2024-01-05 09:25:25+00:00,0.879,E85
20019,2024-01-06 10:37:43+00:00,0.918,E85
20023,2024-01-15 07:16:42+00:00,0.849,E85
20025,2024-01-15 19:31:00+00:00,0.969,GPLc
20029,2024-01-16 09:30:00+00:00,1.168,GPLc
20032,2024-01-12 08:11:47+00:00,0.848,E85
20040,2024-01-15 09:17:44+00:00,0.897,E85
20043,2024-01-13 00:00:00+00:00,0.879,E85
20044,2024-01-16 00:05:00+00:00,0.848,E85
20069,2024-01-04 09:07:59+00:00,0.848,E85
20078,2024-01-05 08:57:14+00:00,0.919,E85
20112,2024-01-12 09:00:31+00:00,0.884,E85
20114,2024-01-04 09:04:27+00:00,0.848,E85
20134,2024-01-12 07:18:49+00:00,0.999,E85
20136,2024-01-16 07:58:18+00:00,0.939,GPLc
20138,2023-07-19 16:53:33+00:00,0.869,GPLc
20157,2024-01-16 08:12:07+00:00,0.939,GPLc
20164,2024-01-03 07:05:48+00:00,0.848,E85
20168,2024-01-11 08:52:15+00:00,0.866,E85
20174,2024-01-16 08:24:16+00:00,0.919,E85
20175,2024-01-15 19:31:00+00:00,1.054,GPLc
20189,2024-01-11 08:49:40+00:00,1.087,E85
20204,2024-01-15 19:31:00+00:00,0.999,E85
20205,2024-01-15 19:31:00+00:00,0.919,E85
20209,2024-01-15 09:01:21+00:00,0.999,GPLc
20212,2023-12-28 10:17:31+00:00,0.87,GPLc
20231,2024-01-16 09:22:42+00:00,1.041,GPLc
20232,2023-12-30 08:57:29+00:00,0.899,E85
20240,2023-08-03 13:35:00+00:00,1.149,GPLc
20246,2023-12-20 12:12:16+00:00,0.999,E85
20250,2024-01-16 11:15:00+00:00,0.959,E85
20251,2024-01-13 09:47:21+00:00,0.999,E85
20256,2023-12-08 12:12:19+00:00,1.199,E85
20265,2024-01-10 10:00:00+00:00,0.849,E85
20294,2024-01-10 08:05:59+00:00,1.083,GPLc
20301,2024-01-16 09:30:00+00:00,1.072,GPLc
20306,2024-01-15 23:00:00+00:00,1.144,E85
20323,2023-12-18 09:38:45+00:00,0.941,GPLc
20340,2024-01-13 03:02:00+00:00,0.899,E85
20347,2023-12-18 14:23:48+00:00,0.999,E85
20351,2024-01-12 09:53:31+00:00,1.054,GPLc
20359,2024-01-16 07:51:00+00:00,0.919,GPLc
20369,2024-01-05 08:12:13+00:00,0.969,E85
20371,2024-01-15 14:00:00+00:00,1.149,GPLc
20377,2024-01-16 06:00:00+00:00,1.083,GPLc
20385,2024-01-16 12:18:00+00:00,0.993,GPLc
20387,2024-01-05 15:32:13+00:00,0.959,E85
20391,2024-01-12 20:01:11+00:00,0.944,E85
20393,2024-01-02 14:50:36+00:00,0.92,GPLc
20395,2024-01-16 13:40:00+00:00,1.004,E85
20398,2024-01-15 19:31:00+00:00,0.919,E85
20405,2024-01-15 19:31:00+00:00,1.034,GPLc
20407,2024-01-15 19:31:00+00:00,0.914,GPLc
20408,2024-01-15 19:31:00+00:00,0.919,E85
20409,2024-01-15 19:31:00+00:00,1.004,GPLc
20413,2024-01-15 07:04:02+00:00,0.919,E85
20416,2024-01-15 19:31:00+00:00,0.999,E85
20422,2024-01-02 10:37:58+00:00,0.849,E85
20426,2023-05-03 08:13:03+00:00,0.995,GPLc
20438,2024-01-12 09:17:38+00:00,0.848,E85
20439,2024-01-04 09:06:17+00:00,0.848,E85
20440,2024-01-15 19:31:00+00:00,0.899,E85
20446,2024-01-12 23:59:00+00:00,0.899,E85
20450,2024-01-16 08:55:50+00:00,0.999,GPLc
20453,2023-06-26 08:22:29+00:00,0.917,GPLc
20457,2024-01-16 08:20:51+00:00,0.899,E85
20466,2024-01-16 08:00:00+00:00,0.95,GPLc
20468,2023-10-12 15:14:38+00:00,0.901,GPLc
20469,2024-01-12 08:42:39+00:00,0.97,E85
20473,2024-01-06 08:15:26+00:00,0.849,E85
20479,2024-01-16 07:51:00+00:00,0.959,E85
20481,2024-01-12 08:32:20+00:00,0.99,GPLc
20484,2024-01-03 11:43:02+00:00,1.019,E85
20487,2024-01-15 19:31:00+00:00,1.024,GPLc
20489,2024-01-02 10:14:33+00:00,0.848,E85
20491,2024-01-02 09:53:28+00:00,0.899,E85
20492,2024-01-04 18:09:39+00:00,0.999,E85
20494,2024-01-03 08:00:00+00:00,0.849,E85
20497,2024-01-15 14:00:00+00:00,1.017,GPLc
20506,2024-01-15 08:35:45+00:00,0.899,E85
20510,2024-01-16 08:30:59+00:00,0.916,E85
20520,2024-01-15 19:31:00+00:00,0.959,GPLc
20535,2024-01-05 07:00:00+00:00,0.849,E85
20540,2024-01-08 09:29:57+00:00,0.959,E85
20542,2024-01-03 00:01:00+00:00,0.999,E85
20544,2024-01-15 09:09:48+00:00,0.919,E85
20547,2024-01-16 08:25:22+00:00,0.969,GPLc
20564,2024-01-15 18:57:56+00:00,0.919,E85
20575,2024-01-07 07:05:42+00:00,0.899,E85
20582,2024-01-11 09:17:50+00:00,0.935,E85
20587,2024-01-15 19:31:00+00:00,0.919,E85
20598,2024-01-16 08:06:19+00:00,0.92,GPLc
20621,2024-01-15 19:31:00+00:00,0.919,E85
20623,2024-01-04 13:30:00+00:00,0.959,E85
20642,2024-01-08 06:54:02+00:00,0.848,E85
20644,2024-01-16 06:27:35+00:00,0.848,E85
20646,2024-01-15 05:36:09+00:00,0.909,E85
20651,2024-01-15 19:31:00+00:00,0.899,E85
20652,2024-01-10 09:09:12+00:00,0.848,E85
20667,2024-01-15 19:31:00+00:00,0.919,E85
20668,2024-01-15 19:31:00+00:00,0.919,E85
20673,2024-01-15 19:31:00+00:00,0.919,E85
20675,2024-01-15 19:31:00+00:00,1.024,GPLc
20681,2024-01-13 08:30:00+00:00,1.279,GPLc
20688,2024-01-15 19:31:00+00:00,0.979,GPLc
20694,2024-01-15 19:31:00+00:00,0.899,E85
20724,2023-10-06 08:13:23+00:00,0.939,GPLc
20739,2024-01-15 19:31:00+00:00,0.899,E85
20740,2024-01-15 19:31:00+00:00,0.999,E85
20749,2024-01-09 09:27:31+00:00,0.999,E85
20763,2024-01-16 13:37:00+00:00,0.877,E85
20777,2023-12-13 10:11:47+00:00,1.11,E85
20779,2024-01-15 08:08:14+00:00,0.979,GPLc
20780,2023-11-24 08:40:13+00:00,0.959,E85
20782,2023-07-14 07:47:37+00:00,0.959,GPLc
20784,2024-01-16 06:00:00+00:00,1.083,GPLc
20786,2024-01-15 00:01:00+00:00,1.034,GPLc
20789,2024-01-15 08:55:42+00:00,0.899,E85
20791,2023-03-01 19:01:00+00:00,1.068,GPLc
20792,2024-01-15 19:31:00+00:00,0.994,GPLc
20799,2024-01-15 00:01:00+00:00,0.899,E85
20808,2024-01-10 06:29:28+00:00,0.909,GPLc
20811,2023-12-13 07:52:48+00:00,1.108,E85
20812,2023-12-23 15:28:45+00:00,0.95,GPLc
20814,2023-07-20 07:53:05+00:00,0.999,GPLc
20815,2024-01-15 08:00:49+00:00,0.895,E85
20817,2024-01-12 10:07:11+00:00,0.995,GPLc
20829,2024-01-15 19:31:00+00:00,0.919,GPLc
20831,2024-01-15 18:42:21+00:00,0.88,GPLc
20845,2024-01-08 10:23:01+00:00,0.848,E85
20846,2024-01-15 19:31:00+00:00,0.919,E85
20855,2024-01-15 19:31:00+00:00,0.899,E85
20891,2024-01-04 12:08:49+00:00,0.848,E85
20901,2024-01-16 08:12:53+00:00,0.92,GPLc
20919,2023-12-02 20:43:34+00:00,0.999,E85
20922,2024-01-15 19:31:00+00:00,0.935,GPLc
20928,2024-01-02 09:51:28+00:00,0.899,E85
20931,2024-01-16 09:42:02+00:00,0.959,GPLc
20936,2024-01-12 11:41:07+00:00,0.949,E85
20945,2024-01-15 00:01:00+00:00,0.964,GPLc
20958,2024-01-15 00:01:00+00:00,0.899,E85
