,prix_maj,prix_valeur,prix_nom
7828,2024-01-13 09:56:34+00:00,0.848,E85
7841,2024-01-05 08:18:51+00:00,0.919,E85
7846,2024-01-03 07:00:54+00:00,0.848,E85
7847,2024-01-15 08:59:35+00:00,0.929,E85
7848,2024-01-15 08:07:11+00:00,0.979,E85
7855,2024-01-04 19:08:57+00:00,0.919,E85
7875,2024-01-02 07:00:00+00:00,0.92,GPLc
7877,2024-01-03 09:11:46+00:00,0.848,E85
7878,2024-01-08 07:52:55+00:00,0.979,E85
7889,2024-01-11 00:00:00+00:00,0.899,E85
7890,2024-01-05 11:29:36+00:00,0.899,E85
7891,2024-01-03 08:30:28+00:00,1.04,GPLc
7903,2024-01-16 08:30:00+00:00,0.891,E85
7904,2024-01-15 19:31:00+00:00,1.054,GPLc
7916,2024-01-15 19:31:00+00:00,0.919,E85
7917,2024-01-10 14:51:20+00:00,0.981,E85
7921,2024-01-15 19:31:00+00:00,0.969,GPLc
7922,2024-01-16 10:32:53+00:00,1.041,GPLc
7923,2024-01-13 07:52:39+00:00,0.92,GPLc
7938,2024-01-16 09:02:02+00:00,0.959,E85
7977,2024-01-15 08:59:02+00:00,0.919,E85
7978,2024-01-15 19:31:00+00:00,0.919,E85
7989,2023-10-09 15:17:22+00:00,0.959,GPLc
7991,2024-01-03 08:19:15+00:00,0.949,GPLc
7995,2023-12-28 08:27:07+00:00,0.96,GPLc
7996,2024-01-15 19:31:00+00:00,0.919,E85
8003,2024-01-15 07:34:34+00:00,1.22,GPLc
8004,2023-11-27 09:21:44+00:00,0.999,E85
8007,2024-01-15 00:01:00+00:00,0.899,E85
8012,2024-01-15 12:06:00+00:00,1.054,GPLc
8015,2024-01-15 14:00:00+00:00,1.06,E85
8018,2024-01-15 00:01:00+00:00,0.899,E85
8023,2023-07-27 11:55:00+00:00,1.144,GPLc
8034,2024-01-02 08:56:10+00:00,0.848,E85
8036,2024-01-15 19:31:00+00:00,0.899,E85
8050,2024-01-15 10:30:13+00:00,0.95,E85
8063,2024-01-06 08:30:00+00:00,0.848,E85
8067,2024-01-04 12:05:39+00:00,0.848,E85
8069,2023-11-12 07:35:22+00:00,0.959,E85
8073,2024-01-09 14:04:04+00:00,0.949,E85
8100,2024-01-10 08:29:24+00:00,0.987,E85
8102,2024-01-16 10:34:00+00:00,0.869,E85
8115,2023-12-22 17:45:33+00:00,0.982,E85
8122,2024-01-05 11:10:00+00:00,0.939,GPLc
8123,2023-12-21 10:58:46+00:00,0.899,E85
8142,2024-01-02 09:40:18+00:00,0.849,E85
8153,2024-01-15 10:28:39+00:00,0.909,E85
8154,2024-01-05 11:36:10+00:00,1.009,E85
8156,2024-01-16 09:30:00+00:00,1.168,GPLc
8164,2024-01-15 19:31:00+00:00,0.899,E85
8172,2024-01-15 23:30:00+00:00,0.981,E85
8174,2024-01-04 07:49:10+00:00,0.848,E85
8193,2024-01-15 19:31:00+00:00,1.009,GPLc
8200,2023-11-30 09:57:23+00:00,1.06,GPLc
8207,2024-01-16 09:40:00+00:00,0.851,E85
8212,2023-11-30 08:18:07+00:00,1.039,GPLc
8217,2024-01-15 12:35:59+00:00,0.865,E85
8224,2023-07-18 11:05:00+00:00,0.999,E85
8232,2024-01-16 10:57:00+00:00,0.848,E85
8235,2023-04-26 07:06:28+00:00,0.988,GPLc
8249,2024-01-15 12:56:25+00:00,1.06,GPLc
8250,2024-01-16 07:51:00+00:00,0.936,E85
8259,2024-01-15 23:59:00+00:00,0.981,E85
8262,2024-01-13 09:23:08+00:00,1.079,GPLc
8269,2024-01-02 08:06:35+00:00,0.848,E85
8277,2024-01-15 19:31:00+00:00,0.919,E85
8283,2024-01-05 09:00:00+00:00,0.848,E85
8294,2024-01-03 09:27:26+00:00,0.849,E85
8300,2024-01-15 19:31:00+00:00,0.899,E85
8305,2024-01-08 11:55:28+00:00,0.998,E85
8321,2023-11-27 11:58:08+00:00,0.88,GPLc
8325,2024-01-16 09:00:00+00:00,0.904,E85
8326,2024-01-15 19:31:00+00:00,0.969,GPLc
8336,2024-01-11 07:13:37+00:00,1.05,GPLc
8340,2024-01-07 13:18:51+00:00,0.848,E85
8343,2024-01-09 00:00:00+00:00,0.999,E85
8344,2024-01-16 08:13:06+00:00,0.87,E85
8362,2023-10-19 22:00:00+00:00,1.019,GPLc
8371,2024-01-16 09:00:00+00:00,1.019,E85
8380,2024-01-15 19:31:00+00:00,0.924,GPLc
8392,2024-01-12 08:29:48+00:00,0.999,E85
8393,2024-01-15 00:01:00+00:00,0.899,E85
8431,2024-01-16 10:03:56+00:00,0.919,E85
8434,2024-01-15 09:46:15+00:00,0.939,E85
8456,2024-01-16 09:05:07+00:00,0.919,E85
8464,2024-01-15 19:31:00+00:00,0.929,GPLc
8469,2024-01-08 09:01:53+00:00,0.949,GPLc
8472,2023-12-15 16:50:19+00:00,1.096,E85
8473,2024-01-15 06:00:00+00:00,0.848,E85
8476,2024-01-03 10:40:19+00:00,0.998,E85
8480,2024-01-15 00:01:00+00:00,0.919,E85
8485,2024-01-16 09:13:28+00:00,0.98,E85
8486,2024-01-15 08:52:17+00:00,0.895,E85
8490,2024-01-15 00:01:00+00:00,0.899,E85
8496,2024-01-15 08:37:18+00:00,0.919,E85
8502,2024-01-15 19:31:00+00:00,1.054,GPLc
8503,2024-01-04 18:57:28+00:00,0.919,E85
8506,2024-01-15 19:31:00+00:00,0.899,E85
8514,2024-01-11 06:00:00+00:00,1.083,GPLc
8522,2024-01-09 11:01:01+00:00,0.919,E85
8530,2024-01-15 19:31:00+00:00,0.924,GPLc
8537,2024-01-14 07:24:38+00:00,0.959,E85
8539,2024-01-15 19:31:00+00:00,0.999,E85
8543,2024-01-15 19:31:00+00:00,0.899,E85
8546,2024-01-16 08:06:10+00:00,0.959,E85
8547,2024-01-15 19:31:00+00:00,1.034,GPLc
8563,2024-01-15 19:31:00+00:00,0.899,E85
8567,2024-01-15 08:58:45+00:00,0.871,E85
8570,2024-01-15 19:31:00+00:00,0.999,E85
8576,2024-01-16 03:01:00+00:00,0.899,E85
8579,2024-01-15 19:31:00+00:00,0.979,GPLc
8581,2024-01-05 07:50:02+00:00,0.848,E85
8587,2024-01-15 19:31:00+00:00,0.919,GPLc
8590,2024-01-16 10:57:00+00:00,0.949,E85
8614,2023-10-31 08:42:53+00:00,0.999,E85
8615,2024-01-15 19:31:00+00:00,0.979,GPLc
8630,2024-01-15 14:53:47+00:00,0.959,E85
8633,2024-01-15 19:31:00+00:00,0.899,E85
8654,2024-01-11 17:40:25+00:00,0.899,E85
8655,2024-01-15 16:41:56+00:00,0.849,E85
8663,2023-12-06 19:00:00+00:00,0.981,E85
8665,2024-01-15 19:31:00+00:00,0.899,E85
8669,2024-01-15 19:31:00+00:00,0.899,E85
8670,2024-01-15 19:31:00+00:00,1.054,GPLc
8678,2024-01-15 00:01:00+00:00,0.899,E85
8680,2024-01-15 19:31:00+00:00,0.899,E85
8681,2024-01-15 00:01:00+00:00,0.919,E85
8686,2024-01-10 15:20:47+00:00,0.919,E85
8690,2024-01-16 09:36:46+00:00,0.849,E85
8693,2024-01-15 00:01:00+00:00,1.024,GPLc
8694,2024-01-15 19:31:00+00:00,0.899,E85
8703,2024-01-15 00:01:00+00:00,0.919,E85
8704,2024-01-12 10:07:11+00:00,0.899,E85
8716,2024-01-08 09:02:58+00:00,0.848,E85
8717,2024-01-08 09:26:19+00:00,0.97,E85
8719,2024-01-08 09:29:05+00:00,0.899,E85
8725,2024-01-04 08:00:00+00:00,0.849,E85
8744,2024-01-16 09:37:00+00:00,0.889,E85
8745,2023-12-05 06:59:03+00:00,1.033,E85
8748,2024-01-16 05:30:00+00:00,0.999,GPLc
8752,2023-10-28 09:30:00+00:00,1.149,E85
8754,2024-01-15 08:44:45+00:00,0.87,E85
8757,2024-01-15 19:31:00+00:00,0.979,GPLc
8768,2023-12-01 17:25:00+00:00,0.979,GPLc
8778,2024-01-13 06:00:00+00:00,0.919,E85
8785,2024-01-12 09:06:28+00:00,0.899,E85
8786,2024-01-15 06:56:00+00:00,0.899,E85
8787,2024-01-11 07:00:00+00:00,0.99,E85
8788,2024-01-05 07:00:09+00:00,0.919,E85
8791,2024-01-12 16:10:13+00:00,1.079,E85
8806,2024-01-16 08:23:35+00:00,0.94,GPLc
8817,2024-01-04 13:30:00+00:00,0.949,E85
8821,2024-01-02 09:23:26+00:00,0.989,E85
8829,2024-01-16 12:38:31+00:00,0.899,E85
8839,2024-01-15 08:00:00+00:00,0.925,E85
8848,2024-01-16 08:43:28+00:00,0.93,E85
8857,2023-11-09 07:09:12+00:00,0.999,GPLc
8862,2024-01-15 00:01:00+00:00,0.899,E85
8865,2024-01-12 15:32:45+00:00,0.915,E85
8867,2024-01-11 10:22:53+00:00,0.849,E85
8876,2024-01-15 19:31:00+00:00,1.009,GPLc
8879,2024-01-06 08:23:56+00:00,0.989,E85
8887,2024-01-04 09:29:04+00:00,0.95,E85
8890,2024-01-08 07:56:10+00:00,0.919,E85
8899,2024-01-02 15:58:54+00:00,0.889,GPLc
8914,2023-12-13 12:10:26+00:00,0.987,GPLc
8915,2024-01-15 11:07:25+00:00,0.939,E85
8920,2023-12-12 08:18:51+00:00,0.959,E85
8928,2024-01-16 09:33:32+00:00,0.929,GPLc
8956,2024-01-12 09:19:30+00:00,1.032,E85
8964,2023-12-29 08:22:42+00:00,0.914,GPLc
8971,2024-01-13 10:26:27+00:00,0.848,E85
8972,2024-01-15 10:25:16+00:00,0.849,E85
8983,2024-01-16 09:03:24+00:00,0.97,E85
8988,2024-01-09 12:13:38+00:00,0.999,GPLc
9005,2024-01-03 08:45:36+00:00,0.848,E85
9014,2024-01-11 06:32:33+00:00,0.939,E85
9030,2023-12-02 18:50:11+00:00,1.082,E85
9034,2024-01-06 08:48:24+00:00,0.919,E85
9038,2023-12-29 08:00:00+00:00,0.955,GPLc
9053,2024-01-13 08:20:18+00:00,0.915,E85
9061,2024-01-16 09:01:44+00:00,0.987,GPLc
9067,2023-08-03 13:35:00+00:00,1.139,GPLc
9068,2024-01-15 19:31:00+00:00,0.899,E85
9069,2024-01-15 19:31:00+00:00,0.929,GPLc
9078,2024-01-08 17:30:20+00:00,0.848,E85
9087,2024-01-15 19:31:00+00:00,0.919,E85
9090,2024-01-10 11:18:01+00:00,0.999,E85
9099,2024-01-10 10:06:31+00:00,0.848,E85
9110,2024-01-05 09:00:00+00:00,0.899,E85
9111,2023-12-05 12:06:22+00:00,1.039,E85
9131,2024-01-16 00:26:00+00:00,0.969,E85
9133,2024-01-12 09:09:35+00:00,0.848,E85
9136,2024-01-13 09:22:41+00:00,0.899,E85
9139,2024-01-15 19:31:00+00:00,0.919,E85
9146,2024-01-15 19:31:00+00:00,0.899,E85
9156,2024-01-08 08:51:00+00:00,0.848,E85
9158,2024-01-15 19:31:00+00:00,0.899,E85
9167,2024-01-15 14:25:27+00:00,1.159,E85
9180,2024-01-16 11:17:03+00:00,0.849,E85
9181,2024-01-15 10:17:05+00:00,0.959,GPLc
9197,2024-01-15 19:31:00+00:00,0.899,E85
9203,2024-01-15 19:31:00+00:00,1.054,GPLc
9207,2024-01-15 14:00:00+00:00,1.083,GPLc
9211,2024-01-15 08:30:09+00:00,0.848,E85
9213,2024-01-02 10:27:48+00:00,1.049,GPLc
9221,2024-01-16 09:40:00+00:00,0.938,E85
9231,2023-12-08 09:24:00+00:00,0.979,GPLc
9234,2023-11-27 08:24:01+00:00,0.959,GPLc
9237,2024-01-15 00:01:00+00:00,0.979,GPLc
9238,2024-01-12 09:08:15+00:00,1.109,E85
9242,2024-01-15 19:31:00+00:00,0.999,E85
9249,2024-01-15 19:31:00+00:00,0.899,E85
9253,2024-01-15 19:31:00+00:00,1.054,GPLc
9258,2023-03-01 19:01:00+00:00,1.088,GPLc
9260,2024-01-15 19:31:00+00:00,1.054,GPLc
9266,2024-01-15 19:31:00+00:00,1.004,GPLc
9273,2024-01-13 07:09:58+00:00,0.915,E85
9278,2023-08-23 18:16:01+00:00,1.0,GPLc
9285,2024-01-16 09:40:00+00:00,1.05,GPLc
9289,2024-01-06 09:06:47+00:00,0.95,E85
9297,2024-01-16 10:31:00+00:00,0.929,E85
9302,2024-01-15 19:31:00+00:00,0.899,E85
9315,2024-01-11 08:56:10+00:00,0.989,E85
9318,2024-01-16 00:36:00+00:00,0.94,E85
9319,2024-01-15 19:31:00+00:00,1.054,GPLc
9325,2024-01-04 09:12:23+00:00,0.849,E85
9328,2024-01-13 10:09:17+00:00,0.946,E85
9340,2023-11-16 18:59:00+00:00,1.09,E85
9350,2024-01-09 12:21:38+00:00,0.979,E85
9353,2024-01-02 01:00:00+00:00,0.849,E85
9355,2024-01-15 08:31:31+00:00,0.999,E85
9360,2024-01-04 13:30:00+00:00,0.979,E85
9370,2024-01-04 18:49:03+00:00,0.919,E85
9373,2024-01-13 19:02:00+00:00,0.949,E85
9377,2023-12-06 10:01:50+00:00,1.04,E85
9396,2023-12-29 11:29:31+00:00,1.175,E85
9398,2024-01-02 10:16:46+00:00,0.849,E85
9400,2023-11-09 12:52:16+00:00,0.999,E85
9406,2023-12-30 19:00:00+00:00,0.939,E85
9414,2023-08-18 14:58:57+00:00,0.899,GPLc
9420,2024-01-16 08:30:00+00:00,0.848,E85
9424,2024-01-15 19:31:00+00:00,0.899,E85
9427,2024-01-15 19:31:00+00:00,0.919,E85
9433,2023-12-27 11:45:00+00:00,1.091,GPLc
9458,2023-09-21 13:16:18+00:00,1.42,E85
9467,2024-01-16 08:40:30+00:00,0.903,E85
9477,2024-01-02 06:46:19+00:00,0.92,GPLc
9491,2023-08-30 16:11:50+00:00,0.99,GPLc
9496,2024-01-10 09:28:57+00:00,0.88,E85
9502,2024-01-10 08:18:39+00:00,0.848,E85
9504,2024-01-15 11:05:59+00:00,0.949,E85
9512,2024-01-15 19:31:00+00:00,0.899,E85
9517,2023-12-12 10:49:53+00:00,0.959,E85
9522,2024-01-13 08:41:36+00:00,1.019,GPLc
9532,2024-01-02 10:32:50+00:00,0.848,E85
9545,2024-01-16 08:34:12+00:00,0.918,E85
9546,2024-01-10 07:10:38+00:00,0.899,E85
9547,2024-01-06 09:38:52+00:00,0.959,E85
9556,2024-01-16 09:30:00+00:00,1.168,GPLc
9559,2024-01-16 07:58:02+00:00,0.986,GPLc
9581,2024-01-08 12:05:34+00:00,0.849,E85
9585,2023-12-15 09:50:52+00:00,1.017,GPLc
9594,2024-01-15 12:09:14+00:00,0.848,E85
9601,2024-01-15 00:01:00+00:00,0.899,E85
9607,2024-01-07 07:00:00+00:00,0.899,E85
9614,2024-01-03 08:00:00+00:00,0.89,E85
9618,2024-01-16 00:01:00+00:00,1.06,GPLc
9620,2024-01-15 08:11:13+00:00,0.899,E85
9628,2024-01-15 19:31:00+00:00,0.899,E85
9634,2023-09-07 00:02:00+00:00,1.244,E85
9663,2024-01-11 08:41:59+00:00,0.898,E85
9665,2023-09-13 08:39:13+00:00,0.969,GPLc
9667,2024-01-13 06:41:20+00:00,0.848,E85
9669,2024-01-12 07:45:43+00:00,0.99,E85
9681,2024-01-16 10:56:00+00:00,0.899,E85
9697,2024-01-03 14:25:34+00:00,0.849,E85
9706,2024-01-15 19:31:00+00:00,1.014,GPLc
9709,2024-01-10 14:00:32+00:00,0.849,E85
9710,2023-12-11 07:21:15+00:00,1.97,E85
9713,2024-01-15 19:31:00+00:00,0.899,E85
9722,2024-01-01 23:59:00+00:00,0.849,E85
9725,2024-01-16 03:02:00+00:00,0.961,E85
9731,2024-01-15 00:01:00+00:00,0.919,E85
9734,2023-09-06 12:40:00+00:00,1.229,E85
9736,2024-01-15 00:01:00+00:00,0.919,E85
9746,2024-01-16 07:44:45+00:00,0.909,E85
9749,2023-12-07 12:27:15+00:00,1.087,E85
9753,2023-12-23 18:00:00+00:00,0.995,GPLc
9762,2024-01-15 22:36:00+00:00,0.964,E85
9765,2024-01-15 19:31:00+00:00,0.899,E85
9770,2024-01-15 17:07:29+00:00,1.02,E85
9778,2024-01-03 16:24:28+00:00,0.848,E85
9800,2024-01-03 09:52:52+00:00,0.848,E85
9806,2023-11-09 18:16:14+00:00,1.16,E85
9807,2024-01-15 19:31:00+00:00,0.899,E85
9825,2024-01-15 19:31:00+00:00,0.949,GPLc
9826,2023-12-21 09:03:21+00:00,0.899,GPLc
9833,2024-01-05 12:54:39+00:00,0.848,E85
9841,2024-01-13 12:46:21+00:00,1.069,E85
9859,2024-01-16 10:56:00+00:00,0.918,E85
9869,2024-01-11 07:46:22+00:00,1.189,E85
9872,2024-01-02 11:04:15+00:00,0.849,E85
9883,2024-01-02 10:52:45+00:00,0.899,E85
9893,2024-01-15 19:31:00+00:00,0.999,E85
9896,2024-01-05 10:46:20+00:00,0.918,E85
9904,2024-01-13 10:50:35+00:00,0.989,E85
9907,2023-12-21 12:15:36+00:00,0.899,E85
9916,2023-11-29 08:43:38+00:00,1.079,E85
9918,2024-01-05 08:16:42+00:00,0.848,E85
9921,2024-01-13 11:06:01+00:00,0.848,E85
9924,2023-12-23 09:58:28+00:00,0.899,E85
9932,2024-01-15 19:31:00+00:00,0.899,E85
9941,2024-01-03 09:29:45+00:00,1.025,GPLc
9949,2024-01-13 19:29:27+00:00,0.898,E85
9950,2024-01-12 11:30:00+00:00,0.848,E85
9954,2024-01-15 09:06:56+00:00,0.848,E85
9961,2024-01-15 00:01:00+00:00,0.979,GPLc
9965,2024-01-11 09:09:22+00:00,0.897,E85
9968,2023-07-18 11:05:00+00:00,1.019,E85
9976,2024-01-10 11:07:46+00:00,1.1,E85
9982,2023-10-28 18:46:30+00:00,1.13,E85
9986,2024-01-10 11:50:33+00:00,1.02,GPLc
9996,2023-12-20 14:08:35+00:00,1.069,E85
10007,2023-10-19 20:25:00+00:00,1.019,GPLc
10012,2024-01-04 12:35:51+00:00,0.949,E85
10015,2024-01-15 10:27:13+00:00,0.848,E85
10020,2024-01-02 09:31:05+00:00,0.849,E85
10033,2024-01-15 08:54:48+00:00,0.919,GPLc
10041,2024-01-15 08:30:00+00:00,0.95,E85
10042,2024-01-04 08:34:51+00:00,0.849,E85
10044,2024-01-15 09:38:00+00:00,0.935,GPLc
10047,2023-11-10 07:48:02+00:00,0.959,E85
10056,2024-01-08 08:51:13+00:00,0.919,E85
10061,2024-01-05 05:26:44+00:00,0.92,E85
10069,2023-11-13 08:11:58+00:00,0.955,E85
10074,2024-01-04 18:51:48+00:00,0.919,E85
10079,2024-01-13 08:49:09+00:00,0.999,E85
10087,2023-11-18 09:33:20+00:00,0.975,GPLc
10089,2024-01-16 08:35:22+00:00,0.848,E85
10094,2024-01-05 07:43:23+00:00,0.848,E85
10095,2024-01-10 08:50:20+00:00,0.919,E85
10097,2023-12-27 09:56:59+00:00,1.031,GPLc
10098,2023-11-28 15:17:06+00:00,1.26,E85
10099,2024-01-05 07:55:36+00:00,0.849,E85
10102,2024-01-06 07:01:35+00:00,0.979,GPLc
10126,2024-01-13 07:25:56+00:00,0.849,E85
10128,2024-01-15 08:35:14+00:00,0.848,E85
10142,2023-11-30 07:57:55+00:00,0.939,GPLc
10147,2024-01-15 19:31:00+00:00,0.919,E85
10148,2024-01-16 10:31:00+00:00,0.959,E85
10150,2024-01-16 08:19:55+00:00,0.939,E85
10155,2024-01-15 19:31:00+00:00,0.919,E85
10156,2024-01-15 00:01:00+00:00,0.899,E85
10162,2024-01-15 19:31:00+00:00,0.899,E85
10166,2024-01-16 09:00:00+00:00,0.999,E85
10170,2024-01-16 08:39:13+00:00,0.92,GPLc
10174,2024-01-15 09:07:01+00:00,0.848,E85
10177,2024-01-06 06:46:44+00:00,0.848,E85
10187,2023-09-30 09:16:28+00:00,0.949,GPLc
10189,2024-01-03 12:35:00+00:00,1.029,E85
10191,2024-01-16 08:33:16+00:00,0.848,E85
10196,2024-01-12 09:24:47+00:00,0.929,E85
10198,2024-01-16 07:59:41+00:00,0.94,E85
10210,2023-12-08 11:05:12+00:00,0.958,E85
10217,2024-01-15 09:10:28+00:00,0.93,GPLc
10218,2024-01-14 11:07:48+00:00,0.849,E85
10222,2024-01-15 19:31:00+00:00,0.949,GPLc
10232,2024-01-15 00:01:00+00:00,0.919,E85
10247,2024-01-16 10:42:00+00:00,0.928,E85
10253,2023-02-08 17:20:17+00:00,1.21,GPLc
10258,2023-12-11 08:50:17+00:00,0.999,E85
10260,2024-01-15 19:31:00+00:00,0.919,E85
10267,2024-01-16 11:19:00+00:00,0.999,E85
10269,2023-08-16 12:58:51+00:00,0.999,GPLc
10273,2024-01-02 08:00:00+00:00,0.849,E85
10281,2023-12-29 08:45:31+00:00,0.956,GPLc
10285,2024-01-16 10:31:00+00:00,0.979,E85
10291,2024-01-10 16:36:52+00:00,0.848,E85
10297,2024-01-15 10:57:54+00:00,0.848,E85
10298,2024-01-15 00:01:00+00:00,0.919,GPLc
10303,2024-01-16 09:37:00+00:00,0.923,E85
10312,2024-01-02 06:36:06+00:00,0.999,E85
10320,2024-01-15 19:31:00+00:00,1.054,GPLc
10324,2024-01-16 09:40:00+00:00,1.168,GPLc
10325,2024-01-15 19:31:00+00:00,0.999,E85
10326,2024-01-15 19:31:00+00:00,0.974,GPLc
10328,2024-01-15 19:31:00+00:00,0.999,E85
10336,2024-01-03 17:35:33+00:00,0.93,E85
10341,2024-01-15 19:31:00+00:00,0.977,GPLc
10344,2024-01-16 10:06:35+00:00,0.999,E85
10346,2024-01-16 10:31:00+00:00,0.969,E85
10350,2024-01-15 09:07:39+00:00,0.999,GPLc
10353,2024-01-16 09:30:00+00:00,1.408,GPLc
10377,2024-01-15 19:31:00+00:00,0.919,E85
10389,2023-05-13 12:58:12+00:00,1.255,E85
10400,2024-01-04 10:07:01+00:00,0.999,GPLc
10414,2023-12-14 07:48:49+00:00,1.054,GPLc
10436,2023-12-08 09:04:52+00:00,0.999,E85
10438,2024-01-06 10:13:21+00:00,0.955,GPLc
10440,2024-01-05 07:26:55+00:00,0.919,E85
10441,2024-01-15 18:47:40+00:00,0.919,E85
10444,2024-01-01 08:30:00+00:00,0.929,E85
10445,2024-01-13 08:14:48+00:00,0.919,E85
10453,2024-01-13 00:10:00+00:00,0.849,E85
10464,2024-01-15 11:36:30+00:00,0.947,E85
10479,2024-01-02 18:25:29+00:00,0.848,E85
10489,2023-12-19 10:13:59+00:00,1.083,GPLc
10496,2023-12-28 08:30:00+00:00,1.06,GPLc
10498,2024-01-11 11:52:36+00:00,0.848,E85
10500,2024-01-16 08:27:00+00:00,0.899,E85
10525,2023-12-29 09:13:18+00:00,0.989,GPLc
10530,2024-01-15 19:31:00+00:00,0.979,GPLc
10532,2024-01-16 08:30:00+00:00,0.895,E85
10538,2024-01-08 19:25:22+00:00,0.919,E85
10541,2024-01-06 09:33:59+00:00,0.848,E85
10546,2024-01-15 00:01:00+00:00,0.899,E85
10547,2024-01-13 08:08:19+00:00,0.929,E85
10556,2024-01-15 19:31:00+00:00,0.975,GPLc
10568,2024-01-08 15:39:13+00:00,0.899,E85
10571,2024-01-10 07:47:50+00:00,0.849,E85
10583,2024-01-15 19:31:00+00:00,0.899,E85
10597,2024-01-03 09:42:50+00:00,0.849,E85
10601,2024-01-16 10:40:00+00:00,0.929,GPLc
10608,2024-01-15 19:31:00+00:00,0.969,GPLc
10614,2024-01-02 09:37:01+00:00,0.848,E85
10615,2024-01-15 00:01:00+00:00,0.929,GPLc
10645,2023-12-27 07:48:24+00:00,0.98,GPLc
10657,2024-01-12 08:33:28+00:00,0.933,E85
10660,2024-01-12 08:52:12+00:00,0.848,E85
10661,2024-01-15 19:31:00+00:00,0.929,GPLc
10662,2023-10-23 08:30:00+00:00,0.959,GPLc
10666,2024-01-16 09:51:18+00:00,0.999,E85
10669,2023-09-20 17:04:03+00:00,1.2,E85
10672,2024-01-09 14:15:00+00:00,0.848,E85
10673,2024-01-16 09:10:21+00:00,0.959,GPLc
10677,2024-01-10 08:35:00+00:00,0.979,E85
10687,2024-01-15 08:30:00+00:00,0.898,E85
10688,2024-01-12 08:30:00+00:00,0.94,GPLc
10696,2024-01-15 12:53:54+00:00,0.899,E85
10699,2023-06-30 15:44:51+00:00,1.003,GPLc
10701,2023-12-28 17:42:14+00:00,1.05,E85
10705,2024-01-10 07:16:05+00:00,0.899,E85
10706,2024-01-16 08:08:34+00:00,0.849,E85
10713,2024-01-15 19:31:00+00:00,0.899,E85
10722,2024-01-02 03:31:39+00:00,0.919,GPLc
10723,2024-01-15 11:24:04+00:00,0.878,E85
10735,2024-01-16 06:00:00+00:00,1.099,E85
10749,2024-01-16 08:56:28+00:00,0.961,GPLc
10761,2024-01-15 23:59:00+00:00,0.981,E85
10772,2024-01-06 06:12:15+00:00,0.848,E85
10775,2023-10-31 07:06:17+00:00,0.999,E85
10777,2024-01-15 15:16:40+00:00,0.949,E85
10793,2024-01-15 19:31:00+00:00,0.904,GPLc
10800,2024-01-15 19:31:00+00:00,0.909,GPLc
10803,2024-01-15 19:31:00+00:00,0.969,GPLc
10813,2024-01-06 08:24:57+00:00,0.979,E85
10845,2024-01-15 19:31:00+00:00,0.899,E85
10871,2023-12-21 19:44:32+00:00,0.958,GPLc
10884,2024-01-15 09:38:32+00:00,0.889,E85
10887,2024-01-15 00:01:00+00:00,0.899,E85
10896,2023-07-28 08:45:32+00:00,1.009,GPLc
10910,2024-01-04 20:13:50+00:00,0.919,E85
10916,2024-01-15 09:00:00+00:00,0.999,E85
10926,2024-01-15 19:10:38+00:00,0.859,E85
10932,2024-01-15 19:31:00+00:00,0.899,E85
10936,2024-01-10 09:47:32+00:00,0.849,E85
10945,2024-01-15 19:31:00+00:00,0.919,E85
10946,2023-10-23 08:50:15+00:00,0.889,GPLc
10948,2024-01-15 19:31:00+00:00,0.979,GPLc
10952,2024-01-16 09:45:18+00:00,0.848,E85
10962,2024-01-09 11:50:18+00:00,0.929,E85
10966,2023-12-02 19:03:44+00:00,0.918,GPLc
10982,2024-01-05 08:53:08+00:00,0.849,E85
10994,2023-10-09 22:00:00+00:00,0.987,GPLc
10995,2024-01-10 06:49:29+00:00,0.919,E85
11008,2024-01-15 19:31:00+00:00,1.034,GPLc
11016,2024-01-15 19:31:00+00:00,0.919,E85
11037,2024-01-15 19:31:00+00:00,0.959,GPLc
11043,2024-01-15 09:01:49+00:00,1.099,GPLc
11047,2024-01-15 19:31:00+00:00,0.899,E85
11048,2024-01-15 19:31:00+00:00,0.899,E85
11053,2024-01-15 19:31:00+00:00,0.899,E85
11059,2024-01-13 09:24:02+00:00,0.899,E85
11071,2024-01-15 00:01:00+00:00,0.899,E85
11078,2024-01-03 18:35:12+00:00,0.989,E85
11079,2024-01-15 00:01:00+00:00,0.899,E85
11091,2024-01-15 19:31:00+00:00,0.919,E85
11094,2024-01-15 08:00:00+00:00,0.93,GPLc
11095,2024-01-15 18:30:30+00:00,0.999,E85
11098,2024-01-15 09:47:14+00:00,0.848,E85
11113,2024-01-03 11:02:16+00:00,0.849,E85
11114,2024-01-09 08:52:58+00:00,0.959,E85
11118,2024-01-09 09:44:05+00:00,0.975,GPLc
11139,2024-01-08 23:22:00+00:00,0.999,GPLc
11146,2024-01-05 09:14:10+00:00,0.849,E85
11151,2024-01-16 07:22:20+00:00,0.989,E85
11159,2024-01-15 23:59:00+00:00,0.981,E85
11178,2024-01-10 08:41:44+00:00,0.979,E85
11179,2024-01-10 14:11:58+00:00,0.848,E85
11182,2024-01-12 19:02:20+00:00,0.92,GPLc
11183,2023-11-27 07:55:03+00:00,0.999,GPLc
11194,2024-01-16 06:27:39+00:00,0.929,GPLc
11203,2023-12-02 19:27:13+00:00,1.099,E85
11204,2023-12-07 00:01:00+00:00,0.981,E85
11205,2023-12-15 08:43:01+00:00,0.979,E85
11209,2024-01-10 15:05:59+00:00,0.918,E85
